ts,device_id,seq,ip,uptime_s,rssi,beacons_json
2025-10-02T18:59:48,esp32-34cdb033a6c4,20,10.175.95.78,6,,"[{""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -69}, {""name"": ""beacon_3"", ""rssi"": -43}, {""name"": ""beacon_8"", ""rssi"": -81}, {""name"": ""beacon_5"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -82}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,21,10.175.95.78,7,,"[{""name"": ""beacon_5"", ""rssi"": -59}, {""name"": ""beacon_6"", ""rssi"": -60}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -53}, {""name"": ""beacon_3"", ""rssi"": -45}, {""name"": ""beacon_2"", ""rssi"": -81}, {""name"": ""beacon_1"", ""rssi"": -83}, {""name"": ""beacon_8"", ""rssi"": -61}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,22,10.175.95.78,7,,"[{""name"": ""beacon_8"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -47}, {""name"": ""beacon_2"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -60}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,23,10.175.95.78,7,,"[{""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_6"", ""rssi"": -66}, {""name"": ""beacon_2"", ""rssi"": -64}, {""name"": ""beacon_4"", ""rssi"": -53}, {""name"": ""beacon_3"", ""rssi"": -42}, {""name"": ""beacon_7"", ""rssi"": -80}, {""name"": ""beacon_8"", ""rssi"": -61}, {""name"": ""beacon_5"", ""rssi"": -65}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,24,10.175.95.78,7,,"[{""name"": ""beacon_7"", ""rssi"": -88}, {""name"": ""beacon_6"", ""rssi"": -72}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_2"", ""rssi"": -69}, {""name"": ""beacon_3"", ""rssi"": -45}, {""name"": ""beacon_1"", ""rssi"": -73}, {""name"": ""beacon_5"", ""rssi"": -61}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,25,10.175.95.78,7,,"[{""name"": ""beacon_1"", ""rssi"": -76}, {""name"": ""beacon_7"", ""rssi"": -80}, {""name"": ""beacon_6"", ""rssi"": -73}, {""name"": ""beacon_4"", ""rssi"": -53}, {""name"": ""beacon_2"", ""rssi"": -72}, {""name"": ""beacon_8"", ""rssi"": -60}, {""name"": ""beacon_5"", ""rssi"": -63}, {""name"": ""beacon_3"", ""rssi"": -42}]"
2025-10-02T18:59:49,esp32-34cdb033a6c4,26,10.175.95.78,8,,"[{""name"": ""beacon_7"", ""rssi"": -82}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_2"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -50}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -73}, {""name"": ""beacon_5"", ""rssi"": -64}]"
2025-10-02T18:59:50,esp32-34cdb033a6c4,27,10.175.95.78,8,,"[{""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_2"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -58}, {""name"": ""beacon_3"", ""rssi"": -47}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -55}]"
2025-10-02T18:59:50,esp32-34cdb033a6c4,28,10.175.95.78,8,,"[{""name"": ""beacon_6"", ""rssi"": -75}, {""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_4"", ""rssi"": -80}, {""name"": ""beacon_3"", ""rssi"": -44}, {""name"": ""beacon_8"", ""rssi"": -60}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_7"", ""rssi"": -87}]"
2025-10-02T18:59:50,esp32-34cdb033a6c4,29,10.175.95.78,8,,"[{""name"": ""beacon_6"", ""rssi"": -67}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_2"", ""rssi"": -72}, {""name"": ""beacon_3"", ""rssi"": -51}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_5"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -76}]"
2025-10-02T18:59:50,esp32-34cdb033a6c4,30,10.175.95.78,8,,"[{""name"": ""beacon_3"", ""rssi"": -41}, {""name"": ""beacon_6"", ""rssi"": -81}, {""name"": ""beacon_2"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_7"", ""rssi"": -91}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -76}, {""name"": ""beacon_5"", ""rssi"": -56}]"
2025-10-02T18:59:50,esp32-34cdb033a6c4,31,10.175.95.78,8,,"[{""name"": ""beacon_3"", ""rssi"": -41}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_8"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -48}, {""name"": ""beacon_5"", ""rssi"": -59}, {""name"": ""beacon_2"", ""rssi"": -72}]"
2025-10-02T18:59:51,esp32-34cdb033a6c4,32,10.175.95.78,9,,"[{""name"": ""beacon_3"", ""rssi"": -51}, {""name"": ""beacon_6"", ""rssi"": -77}, {""name"": ""beacon_2"", ""rssi"": -74}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_7"", ""rssi"": -82}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -76}, {""name"": ""beacon_5"", ""rssi"": -60}]"
2025-10-02T18:59:51,esp32-34cdb033a6c4,33,10.175.95.78,9,,"[{""name"": ""beacon_6"", ""rssi"": -67}, {""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -54}, {""name"": ""beacon_3"", ""rssi"": -51}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_5"", ""rssi"": -69}]"
2025-10-02T18:59:51,esp32-34cdb033a6c4,34,10.175.95.78,9,,"[{""name"": ""beacon_8"", ""rssi"": -61}, {""name"": ""beacon_2"", ""rssi"": -74}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_3"", ""rssi"": -51}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -61}]"
2025-10-02T18:59:51,esp32-34cdb033a6c4,35,10.175.95.78,9,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_3"", ""rssi"": -50}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -74}, {""name"": ""beacon_5"", ""rssi"": -60}]"
2025-10-02T18:59:51,esp32-34cdb033a6c4,36,10.175.95.78,9,,"[{""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_6"", ""rssi"": -76}, {""name"": ""beacon_7"", ""rssi"": -87}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -52}, {""name"": ""beacon_8"", ""rssi"": -82}, {""name"": ""beacon_1"", ""rssi"": -80}, {""name"": ""beacon_5"", ""rssi"": -64}]"
2025-10-02T18:59:52,esp32-34cdb033a6c4,37,10.175.95.78,10,,"[{""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -49}, {""name"": ""beacon_3"", ""rssi"": -41}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -65}]"
2025-10-02T18:59:52,esp32-34cdb033a6c4,38,10.175.95.78,10,,"[{""name"": ""beacon_3"", ""rssi"": -41}, {""name"": ""beacon_6"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_5"", ""rssi"": -60}, {""name"": ""beacon_2"", ""rssi"": -70}]"
2025-10-02T18:59:52,esp32-34cdb033a6c4,39,10.175.95.78,10,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -49}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_5"", ""rssi"": -59}, {""name"": ""beacon_1"", ""rssi"": -75}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,40,10.175.95.78,10,,"[{""name"": ""beacon_2"", ""rssi"": -80}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_4"", ""rssi"": -81}, {""name"": ""beacon_3"", ""rssi"": -49}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -53}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,41,10.175.95.78,10,,"[{""name"": ""beacon_7"", ""rssi"": -80}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_4"", ""rssi"": -55}, {""name"": ""beacon_3"", ""rssi"": -47}, {""name"": ""beacon_8"", ""rssi"": -61}, {""name"": ""beacon_1"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -60}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,42,10.175.95.78,11,,"[{""name"": ""beacon_3"", ""rssi"": -45}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_8"", ""rssi"": -61}, {""name"": ""beacon_1"", ""rssi"": -79}, {""name"": ""beacon_5"", ""rssi"": -59}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,43,10.175.95.78,11,,"[{""name"": ""beacon_5"", ""rssi"": -63}, {""name"": ""beacon_6"", ""rssi"": -81}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -52}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -74}, {""name"": ""beacon_2"", ""rssi"": -66}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,44,10.175.95.78,11,,"[{""name"": ""beacon_5"", ""rssi"": -64}, {""name"": ""beacon_2"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -84}, {""name"": ""beacon_4"", ""rssi"": -82}, {""name"": ""beacon_3"", ""rssi"": -42}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -78}, {""name"": ""beacon_6"", ""rssi"": -68}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,45,10.175.95.78,11,,"[{""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -82}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_3"", ""rssi"": -49}, {""name"": ""beacon_6"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -63}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,46,10.175.95.78,11,,"[{""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_6"", ""rssi"": -61}, {""name"": ""beacon_2"", ""rssi"": -67}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_3"", ""rssi"": -41}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_5"", ""rssi"": -65}]"
2025-10-02T18:59:53,esp32-34cdb033a6c4,47,10.175.95.78,12,,"[{""name"": ""beacon_3"", ""rssi"": -50}, {""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -68}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_7"", ""rssi"": -80}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -79}, {""name"": ""beacon_5"", ""rssi"": -66}]"
2025-10-02T18:59:54,esp32-34cdb033a6c4,48,10.175.95.78,12,,"[{""name"": ""beacon_3"", ""rssi"": -51}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_4"", ""rssi"": -58}, {""name"": ""beacon_7"", ""rssi"": -86}, {""name"": ""beacon_8"", ""rssi"": -62}, {""name"": ""beacon_1"", ""rssi"": -76}, {""name"": ""beacon_5"", ""rssi"": -64}]"
2025-10-02T18:59:54,esp32-34cdb033a6c4,49,10.175.95.78,12,,"[{""name"": ""beacon_2"", ""rssi"": -68}, {""name"": ""beacon_6"", ""rssi"": -76}, {""name"": ""beacon_7"", ""rssi"": -88}, {""name"": ""beacon_4"", ""rssi"": -53}, {""name"": ""beacon_3"", ""rssi"": -57}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_5"", ""rssi"": -55}]"
2025-10-02T18:59:54,esp32-34cdb033a6c4,50,10.175.95.78,12,,"[{""name"": ""beacon_1"", ""rssi"": -73}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_6"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -51}, {""name"": ""beacon_2"", ""rssi"": -70}]"
2025-10-02T18:59:54,esp32-34cdb033a6c4,51,10.175.95.78,12,,"[{""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_6"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -87}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_3"", ""rssi"": -45}, {""name"": ""beacon_8"", ""rssi"": -72}, {""name"": ""beacon_1"", ""rssi"": -76}, {""name"": ""beacon_5"", ""rssi"": -58}]"
2025-10-02T18:59:54,esp32-34cdb033a6c4,52,10.175.95.78,13,,"[{""name"": ""beacon_2"", ""rssi"": -65}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_6"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -42}, {""name"": ""beacon_5"", ""rssi"": -65}, {""name"": ""beacon_4"", ""rssi"": -50}]"
2025-10-02T18:59:55,esp32-34cdb033a6c4,53,10.175.95.78,13,,"[{""name"": ""beacon_3"", ""rssi"": -57}, {""name"": ""beacon_1"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -47}, {""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_7"", ""rssi"": -84}]"
2025-10-02T18:59:55,esp32-34cdb033a6c4,54,10.175.95.78,13,,"[{""name"": ""beacon_2"", ""rssi"": -82}, {""name"": ""beacon_6"", ""rssi"": -74}, {""name"": ""beacon_4"", ""rssi"": -69}, {""name"": ""beacon_3"", ""rssi"": -55}, {""name"": ""beacon_8"", ""rssi"": -69}, {""name"": ""beacon_1"", ""rssi"": -81}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-02T18:59:55,esp32-34cdb033a6c4,55,10.175.95.78,13,,"[{""name"": ""beacon_6"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_4"", ""rssi"": -51}, {""name"": ""beacon_3"", ""rssi"": -53}, {""name"": ""beacon_8"", ""rssi"": -69}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_5"", ""rssi"": -56}]"
2025-10-02T18:59:55,esp32-34cdb033a6c4,56,10.175.95.78,13,,"[{""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_6"", ""rssi"": -75}, {""name"": ""beacon_4"", ""rssi"": -79}, {""name"": ""beacon_3"", ""rssi"": -42}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -77}, {""name"": ""beacon_5"", ""rssi"": -61}]"
2025-10-02T18:59:55,esp32-34cdb033a6c4,57,10.175.95.78,13,,"[{""name"": ""beacon_6"", ""rssi"": -76}, {""name"": ""beacon_7"", ""rssi"": -88}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_2"", ""rssi"": -78}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -74}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-02T18:59:56,esp32-34cdb033a6c4,58,10.175.95.78,14,,"[{""name"": ""beacon_6"", ""rssi"": -71}, {""name"": ""beacon_7"", ""rssi"": -93}, {""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_3"", ""rssi"": -45}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -78}, {""name"": ""beacon_5"", ""rssi"": -61}]"
2025-10-02T18:59:56,esp32-34cdb033a6c4,59,10.175.95.78,14,,"[{""name"": ""beacon_2"", ""rssi"": -65}, {""name"": ""beacon_6"", ""rssi"": -75}, {""name"": ""beacon_7"", ""rssi"": -96}, {""name"": ""beacon_4"", ""rssi"": -52}, {""name"": ""beacon_3"", ""rssi"": -50}, {""name"": ""beacon_8"", ""rssi"": -71}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -61}]"
2025-10-02T18:59:56,esp32-34cdb033a6c4,60,10.175.95.78,14,,"[{""name"": ""beacon_6"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -67}, {""name"": ""beacon_4"", ""rssi"": -50}, {""name"": ""beacon_3"", ""rssi"": -50}, {""name"": ""beacon_7"", ""rssi"": -87}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_1"", ""rssi"": -78}]"
