ts,device_id,seq,ip,uptime_s,rssi,beacons_json
2025-10-03T03:03:11,esp32-34cdb033a6c4,1470,10.175.95.78,469,,"[{""name"": ""beacon_5"", ""rssi"": -51}, {""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_2"", ""rssi"": -73}]"
2025-10-03T03:03:12,esp32-34cdb033a6c4,1471,10.175.95.78,470,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -67}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_5"", ""rssi"": -82}, {""name"": ""beacon_1"", ""rssi"": -73}]"
2025-10-03T03:03:12,esp32-34cdb033a6c4,1472,10.175.95.78,470,,"[{""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -61}, {""name"": ""beacon_2"", ""rssi"": -78}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_7"", ""rssi"": -55}]"
2025-10-03T03:03:12,esp32-34cdb033a6c4,1473,10.175.95.78,470,,"[{""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_7"", ""rssi"": -58}, {""name"": ""beacon_2"", ""rssi"": -74}, {""name"": ""beacon_4"", ""rssi"": -68}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_6"", ""rssi"": -66}]"
2025-10-03T03:03:12,esp32-34cdb033a6c4,1474,10.175.95.78,470,,"[{""name"": ""beacon_2"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -58}, {""name"": ""beacon_4"", ""rssi"": -68}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -69}, {""name"": ""beacon_5"", ""rssi"": -57}]"
2025-10-03T03:03:12,esp32-34cdb033a6c4,1475,10.175.95.78,471,,"[{""name"": ""beacon_6"", ""rssi"": -74}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -61}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:13,esp32-34cdb033a6c4,1476,10.175.95.78,471,,"[{""name"": ""beacon_1"", ""rssi"": -73}, {""name"": ""beacon_6"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_8"", ""rssi"": -64}]"
2025-10-03T03:03:13,esp32-34cdb033a6c4,1477,10.175.95.78,471,,"[{""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_4"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -76}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -75}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:13,esp32-34cdb033a6c4,1478,10.175.95.78,472,,"[{""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_6"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -62}, {""name"": ""beacon_2"", ""rssi"": -69}]"
2025-10-03T03:03:14,esp32-34cdb033a6c4,1479,10.175.95.78,472,,"[{""name"": ""beacon_4"", ""rssi"": -70}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -74}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:14,esp32-34cdb033a6c4,1480,10.175.95.78,472,,"[{""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_7"", ""rssi"": -57}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_4"", ""rssi"": -80}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_5"", ""rssi"": -55}, {""name"": ""beacon_6"", ""rssi"": -73}]"
2025-10-03T03:03:14,esp32-34cdb033a6c4,1481,10.175.95.78,472,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -56}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -70}, {""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:14,esp32-34cdb033a6c4,1482,10.175.95.78,473,,"[{""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -67}, {""name"": ""beacon_6"", ""rssi"": -72}, {""name"": ""beacon_4"", ""rssi"": -86}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_5"", ""rssi"": -53}]"
2025-10-03T03:03:15,esp32-34cdb033a6c4,1483,10.175.95.78,473,,"[{""name"": ""beacon_8"", ""rssi"": -69}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_2"", ""rssi"": -75}, {""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_4"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:15,esp32-34cdb033a6c4,1484,10.175.95.78,473,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_2"", ""rssi"": -74}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_1"", ""rssi"": -73}]"
2025-10-03T03:03:15,esp32-34cdb033a6c4,1485,10.175.95.78,474,,"[{""name"": ""beacon_2"", ""rssi"": -69}, {""name"": ""beacon_6"", ""rssi"": -72}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -62}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:16,esp32-34cdb033a6c4,1486,10.175.95.78,474,,"[{""name"": ""beacon_2"", ""rssi"": -63}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -53}, {""name"": ""beacon_4"", ""rssi"": -64}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -49}]"
2025-10-03T03:03:16,esp32-34cdb033a6c4,1487,10.175.95.78,474,,"[{""name"": ""beacon_2"", ""rssi"": -69}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -66}, {""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_1"", ""rssi"": -67}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-03T03:03:16,esp32-34cdb033a6c4,1488,10.175.95.78,475,,"[{""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_4"", ""rssi"": -68}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -81}, {""name"": ""beacon_5"", ""rssi"": -50}, {""name"": ""beacon_1"", ""rssi"": -69}]"
2025-10-03T03:03:17,esp32-34cdb033a6c4,1489,10.175.95.78,475,,"[{""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_5"", ""rssi"": -49}]"
2025-10-03T03:03:17,esp32-34cdb033a6c4,1490,10.175.95.78,475,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -68}, {""name"": ""beacon_7"", ""rssi"": -81}, {""name"": ""beacon_4"", ""rssi"": -70}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:17,esp32-34cdb033a6c4,1491,10.175.95.78,475,,"[{""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -82}, {""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_4"", ""rssi"": -67}, {""name"": ""beacon_7"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -55}, {""name"": ""beacon_1"", ""rssi"": -70}]"
2025-10-03T03:03:17,esp32-34cdb033a6c4,1492,10.175.95.78,476,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -60}, {""name"": ""beacon_4"", ""rssi"": -67}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -58}]"
2025-10-03T03:03:18,esp32-34cdb033a6c4,1493,10.175.95.78,476,,"[{""name"": ""beacon_7"", ""rssi"": -75}, {""name"": ""beacon_6"", ""rssi"": -72}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_3"", ""rssi"": -72}, {""name"": ""beacon_2"", ""rssi"": -63}, {""name"": ""beacon_5"", ""rssi"": -54}, {""name"": ""beacon_1"", ""rssi"": -72}]"
2025-10-03T03:03:18,esp32-34cdb033a6c4,1494,10.175.95.78,476,,"[{""name"": ""beacon_6"", ""rssi"": -65}, {""name"": ""beacon_2"", ""rssi"": -64}, {""name"": ""beacon_4"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:18,esp32-34cdb033a6c4,1495,10.175.95.78,477,,"[{""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_7"", ""rssi"": -65}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -81}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -55}]"
2025-10-03T03:03:19,esp32-34cdb033a6c4,1496,10.175.95.78,477,,"[{""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_7"", ""rssi"": -58}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_4"", ""rssi"": -68}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_8"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-03T03:03:19,esp32-34cdb033a6c4,1497,10.175.95.78,477,,"[{""name"": ""beacon_2"", ""rssi"": -63}]"
2025-10-03T03:03:19,esp32-34cdb033a6c4,1498,10.175.95.78,477,,"[{""name"": ""beacon_7"", ""rssi"": -74}, {""name"": ""beacon_6"", ""rssi"": -74}, {""name"": ""beacon_4"", ""rssi"": -64}, {""name"": ""beacon_2"", ""rssi"": -63}, {""name"": ""beacon_8"", ""rssi"": -62}, {""name"": ""beacon_5"", ""rssi"": -80}, {""name"": ""beacon_3"", ""rssi"": -70}]"
2025-10-03T03:03:19,esp32-34cdb033a6c4,1499,10.175.95.78,478,,"[{""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_6"", ""rssi"": -74}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -79}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_5"", ""rssi"": -56}, {""name"": ""beacon_7"", ""rssi"": -54}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1500,10.175.95.78,478,,"[{""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -58}, {""name"": ""beacon_4"", ""rssi"": -69}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1501,10.175.95.78,478,,"[{""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_7"", ""rssi"": -59}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_4"", ""rssi"": -68}, {""name"": ""beacon_2"", ""rssi"": -72}, {""name"": ""beacon_3"", ""rssi"": -67}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1502,10.175.95.78,479,,"[{""name"": ""beacon_2"", ""rssi"": -61}, {""name"": ""beacon_7"", ""rssi"": -59}, {""name"": ""beacon_4"", ""rssi"": -67}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1503,10.175.95.78,479,,"[{""name"": ""beacon_7"", ""rssi"": -60}, {""name"": ""beacon_2"", ""rssi"": -61}, {""name"": ""beacon_4"", ""rssi"": -72}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1504,10.175.95.78,479,,"[{""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -66}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_3"", ""rssi"": -69}]"
2025-10-03T03:03:21,esp32-34cdb033a6c4,1505,10.175.95.78,479,,"[{""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -65}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -69}, {""name"": ""beacon_5"", ""rssi"": -53}]"
2025-10-03T03:03:22,esp32-34cdb033a6c4,1506,10.175.95.78,480,,"[{""name"": ""beacon_4"", ""rssi"": -72}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -62}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:22,esp32-34cdb033a6c4,1507,10.175.95.78,480,,"[{""name"": ""beacon_6"", ""rssi"": -73}, {""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_4"", ""rssi"": -67}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_1"", ""rssi"": -70}]"
2025-10-03T03:03:22,esp32-34cdb033a6c4,1508,10.175.95.78,480,,"[{""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -62}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -51}]"
2025-10-03T03:03:22,esp32-34cdb033a6c4,1509,10.175.95.78,481,,"[{""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_6"", ""rssi"": -81}, {""name"": ""beacon_7"", ""rssi"": -57}, {""name"": ""beacon_4"", ""rssi"": -65}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -74}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -75}]"
2025-10-03T03:03:23,esp32-34cdb033a6c4,1510,10.175.95.78,481,,"[{""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -70}, {""name"": ""beacon_7"", ""rssi"": -71}, {""name"": ""beacon_4"", ""rssi"": -74}, {""name"": ""beacon_2"", ""rssi"": -72}, {""name"": ""beacon_8"", ""rssi"": -64}, {""name"": ""beacon_5"", ""rssi"": -53}, {""name"": ""beacon_3"", ""rssi"": -69}]"
2025-10-03T03:03:23,esp32-34cdb033a6c4,1511,10.175.95.78,481,,"[{""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_2"", ""rssi"": -73}, {""name"": ""beacon_6"", ""rssi"": -63}, {""name"": ""beacon_3"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -63}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -50}]"
2025-10-03T03:03:23,esp32-34cdb033a6c4,1512,10.175.95.78,481,,"[{""name"": ""beacon_5"", ""rssi"": -52}, {""name"": ""beacon_6"", ""rssi"": -64}, {""name"": ""beacon_7"", ""rssi"": -60}, {""name"": ""beacon_2"", ""rssi"": -61}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_1"", ""rssi"": -69}, {""name"": ""beacon_8"", ""rssi"": -63}]"
2025-10-03T03:03:23,esp32-34cdb033a6c4,1513,10.175.95.78,482,,"[{""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_2"", ""rssi"": -62}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -68}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-03T03:03:24,esp32-34cdb033a6c4,1514,10.175.95.78,482,,"[{""name"": ""beacon_4"", ""rssi"": -70}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_3"", ""rssi"": -68}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -50}]"
2025-10-03T03:03:24,esp32-34cdb033a6c4,1515,10.175.95.78,482,,"[{""name"": ""beacon_1"", ""rssi"": -73}, {""name"": ""beacon_7"", ""rssi"": -69}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -70}, {""name"": ""beacon_5"", ""rssi"": -50}, {""name"": ""beacon_6"", ""rssi"": -70}]"
2025-10-03T03:03:24,esp32-34cdb033a6c4,1516,10.175.95.78,483,,"[{""name"": ""beacon_6"", ""rssi"": -70}, {""name"": ""beacon_2"", ""rssi"": -71}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -69}, {""name"": ""beacon_3"", ""rssi"": -72}, {""name"": ""beacon_8"", ""rssi"": -68}, {""name"": ""beacon_1"", ""rssi"": -72}, {""name"": ""beacon_5"", ""rssi"": -54}]"
2025-10-03T03:03:25,esp32-34cdb033a6c4,1517,10.175.95.78,483,,"[{""name"": ""beacon_1"", ""rssi"": -69}, {""name"": ""beacon_6"", ""rssi"": -62}, {""name"": ""beacon_2"", ""rssi"": -70}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_3"", ""rssi"": -71}, {""name"": ""beacon_8"", ""rssi"": -66}, {""name"": ""beacon_5"", ""rssi"": -53}, {""name"": ""beacon_4"", ""rssi"": -70}]"
2025-10-03T03:03:25,esp32-34cdb033a6c4,1518,10.175.95.78,483,,"[{""name"": ""beacon_6"", ""rssi"": -74}, {""name"": ""beacon_7"", ""rssi"": -55}, {""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -69}, {""name"": ""beacon_5"", ""rssi"": -52}]"
2025-10-03T03:03:25,esp32-34cdb033a6c4,1519,10.175.95.78,483,,"[{""name"": ""beacon_7"", ""rssi"": -54}, {""name"": ""beacon_6"", ""rssi"": -71}, {""name"": ""beacon_2"", ""rssi"": -67}, {""name"": ""beacon_4"", ""rssi"": -71}, {""name"": ""beacon_3"", ""rssi"": -70}, {""name"": ""beacon_8"", ""rssi"": -65}, {""name"": ""beacon_1"", ""rssi"": -71}, {""name"": ""beacon_5"", ""rssi"": -51}]"
